app_name,release_year,item_id,developer,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing
Heliborne - us marine corps camouflage pack,2017,730510,Jetcat games,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Six-ear macaque,2017,669000,Featherfan,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Warface - defender pack,2017,720450,Crytek,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Packet queen #,2017,702930,Studio f#,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Timeless: the lost castle,2017,729780,Boolat games,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wasted pizza,2017,709820,Supine,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mdiapp+ se,2017,403030,Nattou.org,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Endless treasure hunt,2017,714290,Lunarhellgames,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nash racing 2: muscle cars,2017,713580,"Tero lunkka,valkeala software",0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Black friday: the game,2017,712700,Bloodystation,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Overgrowth,2017,25000,Wolfire games,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3on3 freestyle,2017,624910,Joycity,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Senalux,2017,654580,Pixel with hat,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Digby extreme,2017,593070,3 sprockets,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rosenkreuzstilette freudenstachel,2017,564160,"[erka:es],darksquid media",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Life at space,2017,711120,Andrey haritonov,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
Warzone,2017,712230,Kea games,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Chess ultra imperial chess set,2017,639001,Ripstone,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
Heliborne - russian federal security service camouflage pack,2017,730520,Jetcat games,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Thehunter™: call of the wild - medved-taiga,2017,695680,Expansive worlds,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Entanglement,2017,719140,Gopherwood studios llc,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yorkshire gubbins,2017,716650,Stairfall institute,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Golf 2d,2017,725680,Rewindapp,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Blindsight,2017,722380,Goddard games,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Marvel vs. capcom: infinite - captain america gladiator costume,2017,721109,Capcom,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The man in the cape: special edition,2017,706480,Long division llc,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Marvel vs. capcom: infinite - superior iron man costume,2017,721110,Capcom,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marvel vs. capcom: infinite - ultimate thor costume,2017,721111,Capcom,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marvel vs. capcom: infinite - doctor strange illuminati costume,2017,721112,Capcom,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marvel vs. capcom: infinite - ultimate hawkeye costume,2017,721116,Capcom,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marvel vs. capcom: infinite - ghost rider outlaw costume,2017,721115,Capcom,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marvel vs. capcom: infinite - dormammu molten costume,2017,721117,Capcom,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marvel vs. capcom: infinite - ryu wanderer costume,2017,721131,Capcom,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marvel vs. capcom: infinite - dante nephilim costume,2017,721132,Capcom,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marvel vs. capcom: infinite - morrigan night warrior costume,2017,721133,Capcom,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marvel vs. capcom: infinite - firebrand ultimate costume,2017,721142,Capcom,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marvel vs. capcom: infinite - chris classic costume,2017,721143,Capcom,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Relik,2017,679400,Iron 27,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Invisibox,2017,620940,Retrific,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Car thief simulator 2017,2017,726060,Emil varez,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tametsi,2017,709920,Grip top games,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Icebox: speedgunner,2017,577150,Games of edan,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Campfire cooking,2017,679500,Layton hawkes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Think of the children,2017,573600,Jammed up studios,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spelunker party!,2017,629860,"Tozai games, inc.,o-two inc.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cats make you smarter!,2017,720670,Sandorhq,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stars in shadow: legacies,2017,698280,Ashdar games,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Party hard tycoon,2017,513330,"Pinokl games,kverta limited",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Star control: kessari quadrant,1996,358930,Legend entertainment,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Star control: the ur-quan masters,1992,358920,Toys for bob,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Bomber crew,2017,537800,Runner duck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Modern tales: age of invention,2017,678970,Orchid games,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hide and shriek,2016,480430,Funcom,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fidget spinner editor - expansion pack 2,2017,737860,Myarcadegames studios,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
Hide and shriek - mask pack,2017,729850,Funcom,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The final specimen: arrival - soundtrack,2017,715540,Gigantoraptor games,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ju,2017,684430,张公子,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Skirmish line,2017,666820,"Snarky ant, llc",1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Marinatide,2017,566420,Viistopro,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Domino,2006,724580,Bakno games,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Sea of fatness: save humanity together,2017,721740,Fusion.robot &amp; co,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Dead noir the heart,2017,718920,Aundre rogers,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5-in-1 bundle brain trainings,2017,715710,Aleksander chiepaikin,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Steel rain - expeditions,2017,672800,"Polarityflow,adrian zingg",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Choice of broadsides,2010,726460,Choice of games,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
In the shadows,2017,470580,Colorspace studio,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Doodle god blitz - world of magic dlc,2017,733880,Joybits ltd.,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Project azriel,2017,669700,Curriculaworks,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Get to amkonius,2017,720160,Amkonius games,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Record store nightmare,2017,722400,"Hot seat, ltd",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Asmr universe 2,2017,690280,Colossal wreck,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Chessia,2017,689270,"Hakki ozturk,halil ibrahim ozturk",0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Tank force,2017,604500,Extreme developers,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Trooper 1,2017,728710,Marco noordergraaf,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The girl on the train,2017,729330,Newwestgames,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Glo,2017,711550,Chronik spartan,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rain of pumpkins,2017,659160,Gary &amp; eddy,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cube link,2017,681620,Hannes delbeke,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Debris,2017,669660,Moonray studios,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Grim - mystery of wasules,2017,714530,Studiobackstage,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pawarumi,2017,610410,Manufacture 43,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nights of azure 2: bride of the new moon / よるのないくに２ ～新月の花嫁～,2017,636570,"Koei tecmo games co., ltd.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Trivia vault: video game trivia deluxe,2017,730220,Ripknot systems,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Darkness and flame: missing memories,2017,646330,Five-bn games,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viaerium,2017,728870,Fireballed studio,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The escapists 2 - wicked ward,2017,716580,"Team17 digital ltd,mouldy toof studios",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Indygo,2017,702600,Pigmentum game studio,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Vibrant,2017,712430,Auburn sounds,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Unit 4: clash of agents,2017,658670,Gamera interactive,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jet buster,2017,618070,Team grybanser fox,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ocean's crabellum,2017,726330,Crabellum games,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Trapped within,2017,617230,Rockywood studios,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Virtual race car engineer 2018,2017,728150,Tim mcarthur,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mad age & this guy,2017,671650,Atomic wolf,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ballistic mini golf,2017,725960,Microlith games,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
Xenomarine,2017,676830,Fourfold games,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Galactic civilizations iii - mech parts kit dlc,2017,513520,Stardock entertainment,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Battlevoid: sector siege ost,2017,736800,Liam davis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Arcade moonlander,2017,727020,Daniel griffin,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nightmare boy,2017,597860,The vanir project,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Battlevoid: sector siege,2017,716630,Bugbyte ltd.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Daemonsgate,1993,719300,Imagitec,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Aer memories of old soundtrack,2017,699290,Forgotten key,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Strangers of power - trancevania,2017,732190,Tuomo laine,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Prophecy i - the viking child,1991,719290,Imagitec,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
King's table - the legend of ragnarok,1993,719310,Imagitec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Hentai - jail dlc,2017,727650,Pinkyswear,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Grace of zordan,2017,685420,Cybergrotex,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Where are my friends? - soundtrack,2017,737120,Beard games studio,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Towards the pantheon: escaping eternity,2017,709450,Connor o.r.t. linning,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
Paddle battle,2017,655630,Birdshark! games,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Scream collector,2017,726390,Puzzleroo,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Train simulator: southern pacific sd45t-2 loco add-on,2017,621923,Digital train model,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Eat, sleep, bet, repeat",2017,671840,Strategic designs ltd.,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0
Inflatality,2017,653080,Hojo studio,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Total war: warhammer ii - mortal empires,2017,617810,Creative assembly,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Grimoire: manastorm,2017,335430,Omniconnection,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Soldier of failure,2017,727390,Tss studio,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Flight sim world: moving map add-on,2017,630912,Fs flightcontrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Achievement hunter: urban 2,2017,704380,Putilin_industries,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Flight sim world: view & slew add-on,2017,630914,Fs flightcontrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Power of the void,2017,717400,Svgames,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Strata spaces vr – professional edition upgrade,2017,719000,"Strata mixed reality, inc.",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Box maze 2 - halloween skins pack,2017,740630,Gamershype productions,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Turtle: voidrunner,2017,729180,Grey gods,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
In game adventure: — original soundtracks,2017,743810,Alysson moraes,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Malzbie's pinball collection - the garden table,2017,729620,Malzbie games,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
Malzbie's pinball collection - carnival table,2017,729600,Malzbie games,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
Pizza hunt! how to hunt pizza (and not die doing it),2017,671540,Chubiri,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Secrets of magic 2: witches and wizards,2017,713430,Green sauce games,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Onescreen wagons,2016,732110,Anti-ded gamedev,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The ultimate trivia challenge,2017,716920,Loadupgames.com,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ybit,2017,712660,"Facundo balboa,iván piccione,martín díaz",0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Food hunter,2017,721970,Daybyday studio,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Marble run,2017,726720,Patyuk sergey,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
In the name of sin,2017,682510,橙光游戏,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
Lost jumping frog,2017,733980,Primitive studio,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Defenders of tetsoidea rpg,2017,735110,Brewsterland studios,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Lost dimension: additional map/quest bundle,2017,650231,Furyu corporation,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Lost dimension: extra en bundle,2017,650233,Furyu corporation,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Lost dimension: mind limiter bundle,2017,650235,Furyu corporation,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Lost dimension: extra gift-exp bundle,2017,650234,Furyu corporation,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Lost dimension: extra exp bundle,2017,650232,Furyu corporation,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Lost dimension: boost bonus set,2017,650236,Furyu corporation,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Lost dimension: icon of trust bundle,2017,650237,Furyu corporation,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Epic pvp castles,2017,727300,Armogames,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Lost dimension: vp bundle,2017,650238,Furyu corporation,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Lost dimension: tranquilizer bundle,2017,650239,Furyu corporation,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Void memory,2017,727510,Gustav,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Goro 2,2017,732870,Vb studio,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Super army of tentacles 3, xpack ii.v: apocalypse bunny saves christmas",2017,717260,Stegalosaurus game development,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Gold key,2017,736510,Primitive studio,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Super man or monster,2017,393220,Xform,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mover,2017,733250,Hont,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Love all you have left,2017,727140,Attila d.,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fsx: steam edition - cessna® c185f skywagon add-on,2017,643688,Carenado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tree of savior - master blacksmith pack,2017,716440,"Imcgames co.,ltd.",0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Fsx steam edition: night environment: sweden add-on,2017,643680,Chris bell - creative design studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O'fox life,2017,719120,O'stinky lab.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Defense clicker,2017,707590,Albatros softworks,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lines halloween by nestor yavorskyy,2017,725000,Nestor yavorskyy,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Knight terrors,2017,732770,Freakzone games,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cellz,2017,619620,Mgp,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Attentat 1942,2017,676630,"Charles university,czech academy of sciences",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fractus,2017,656280,Jeff apostolos,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Forever home,2017,718200,Pixel blade games,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Cottage garden,2017,716090,Digidiced,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The chemist,2017,716380,Tensixfour creative,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Jumpsky,2017,731910,Jumpsky.co,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Yago, the coquerrestrial",2017,744390,Jorge vera blasco,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Talk to aya,2017,731930,Light,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gems,2008,732680,Bakno games,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Enceladus,2017,710960,"Storybird,julien rocca",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Protect your planet,2017,730280,Triple rush games,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Banano bros.,2017,723820,Project purity team,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mulletman and the molemen,2017,717170,Stevemata,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The drone racing league simulator,2017,641780,The drone racing league,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
Dyana moto,2017,732670,Halissoni,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Legendary arcane,2017,673550,"Maxime cote,simon cote",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dreadnought sol,2017,722580,The sherrinford,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Thunderwheels,2017,296790,Arcade injection,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
Path out,2017,725980,Causa creations,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Furidashi: drift cyber sport,2017,658570,Drift physics crew,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
Warspear online,2017,326360,Aigrind,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Space leprechaun,2017,720630,O.p. games,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mini guns,2017,649900,"Riposte games &amp; co, inc",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Hallowed encounter,2017,724900,Alpha pack studios,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mare nostrvm,2017,726630,Turnopia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Call of duty®: wwii - season pass,2017,683100,"Sledgehammer games,raven software",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Call of duty®: wwii,2017,476600,"Sledgehammer games,raven software",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steamburg,2017,723760,Telehorse,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Distant space 2,2017,729460,Pixelmouse,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ebony spire: heresy,2017,725040,Bearded giant games,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Tasty planet,2017,687540,Dingo games,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The flesh god,2017,718960,Nuberu games,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Derpy dinos,2017,718500,Derpy dinos,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Degauss,2017,711870,"Frozencrate, llc",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Save the lamb,2017,738430,Tss studio,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Survivor of eschewal,2017,738260,Luke cripps,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Caveduel,2017,706310,Hemball studios,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Math combat challenge,2017,673870,Titan deep space company,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
More than just chess,2017,729650,Jan ostermann,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
"Morgan lives in a rocket house in vr - ""tip jar"" costume pack",2017,736550,Fold up studios,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Spark,2017,601130,"Knightmare games, limited",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The king's heroes - official guide,2017,741780,Aldorlea games,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
Artifact quest 2,2017,718080,Best friend games,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
