developer,sentiment_analysis
Rockstar North,1
Rockstar North,2
Rockstar North,1
Rockstar North,2
Rockstar North,2
Rockstar North,2
Rockstar North,1
Rockstar North,1
Rockstar North,1
Rockstar North,2
Rockstar North,1
Rockstar North,2
Rockstar North,1
Rockstar North,1
Rockstar North,0
Rockstar North,0
Rockstar North,2
Rockstar North,0
Rockstar North,2
Rockstar North,1
Rockstar North,0
Rockstar North,1
Rockstar North,2
Rockstar North,0
Rockstar North,1
Rockstar North,1
Rockstar North,1
Rockstar North,1
Rockstar North,2
Rockstar North,2
Rockstar North,2
Rockstar North,1
Rockstar North,1
Rockstar North,2
Rockstar North,1
Rockstar North,1
Rockstar North,2
Rockstar North,1
Rockstar North,2
Rockstar North,1
"Netherrealm Studios,High Voltage Software",2
"Netherrealm Studios,High Voltage Software",1
"Netherrealm Studios,High Voltage Software",0
"Netherrealm Studios,High Voltage Software",1
"Netherrealm Studios,High Voltage Software",1
"Netherrealm Studios,High Voltage Software",1
"Netherrealm Studios,High Voltage Software",0
"Netherrealm Studios,High Voltage Software",0
"Netherrealm Studios,High Voltage Software",1
"Netherrealm Studios,High Voltage Software",0
"Netherrealm Studios,High Voltage Software",1
"Netherrealm Studios,High Voltage Software",0
"Netherrealm Studios,High Voltage Software",1
"Netherrealm Studios,High Voltage Software",2
"Netherrealm Studios,High Voltage Software",0
"Netherrealm Studios,High Voltage Software",0
"Netherrealm Studios,High Voltage Software",1
"Netherrealm Studios,High Voltage Software",1
"Netherrealm Studios,High Voltage Software",1
"Netherrealm Studios,High Voltage Software",1
"Netherrealm Studios,High Voltage Software",0
"Netherrealm Studios,High Voltage Software",2
"Netherrealm Studios,High Voltage Software",1
"Netherrealm Studios,High Voltage Software",0
"Netherrealm Studios,High Voltage Software",2
"Netherrealm Studios,High Voltage Software",2
"Netherrealm Studios,High Voltage Software",1
"Netherrealm Studios,High Voltage Software",0
"Netherrealm Studios,High Voltage Software",1
"Netherrealm Studios,High Voltage Software",0
"Netherrealm Studios,High Voltage Software",1
"Netherrealm Studios,High Voltage Software",2
"Netherrealm Studios,High Voltage Software",0
"Netherrealm Studios,High Voltage Software",1
"Netherrealm Studios,High Voltage Software",2
"Netherrealm Studios,High Voltage Software",0
"Netherrealm Studios,High Voltage Software",1
"Netherrealm Studios,High Voltage Software",0
"Netherrealm Studios,High Voltage Software",2
"Netherrealm Studios,High Voltage Software",0
"Netherrealm Studios,High Voltage Software",1
"Netherrealm Studios,High Voltage Software",0
"Netherrealm Studios,High Voltage Software",1
"Netherrealm Studios,High Voltage Software",1
Netherrealm Studios,1
Mint Age Studios,2
Mint Age Studios,2
"Nina Freeman,Laura Knetzger,Stephen Lawrence Clark",0
"Nina Freeman,Laura Knetzger,Stephen Lawrence Clark",0
Zero Sum Games,1
Zero Sum Games,1
Zero Sum Games,1
Bossa Studios,1
Bossa Studios,0
Bossa Studios,2
Bossa Studios,1
Bossa Studios,2
Bossa Studios,2
Bossa Studios,1
Bossa Studios,0
Bossa Studios,2
Bossa Studios,1
Bossa Studios,1
Bossa Studios,2
Bossa Studios,1
Bossa Studios,2
Bossa Studios,0
Bossa Studios,1
Bossa Studios,0
Bossa Studios,1
Bossa Studios,0
Bossa Studios,2
Bossa Studios,0
Bossa Studios,1
Bossa Studios,1
"Circle Five Studios,Pub Games",2
"Circle Five Studios,Pub Games",2
"Circle Five Studios,Pub Games",1
"Circle Five Studios,Pub Games",2
"Circle Five Studios,Pub Games",2
"Circle Five Studios,Pub Games",0
"Circle Five Studios,Pub Games",1
"Circle Five Studios,Pub Games",1
"Circle Five Studios,Pub Games",1
"Circle Five Studios,Pub Games",1
Nornware Ab,1
House Of Tales,2
Atomictorch Studio,2
Acid Nerve,1
Acid Nerve,0
Acid Nerve,1
Acid Nerve,1
Acid Nerve,0
"Expansive Worlds,Avalanche Studios",2
"Expansive Worlds,Avalanche Studios",1
"Expansive Worlds,Avalanche Studios",0
"Expansive Worlds,Avalanche Studios",0
"Expansive Worlds,Avalanche Studios",2
"Expansive Worlds,Avalanche Studios",0
"Expansive Worlds,Avalanche Studios",1
"Expansive Worlds,Avalanche Studios",2
"Expansive Worlds,Avalanche Studios",1
"Expansive Worlds,Avalanche Studios",1
"Expansive Worlds,Avalanche Studios",2
"Expansive Worlds,Avalanche Studios",2
"Expansive Worlds,Avalanche Studios",1
"Expansive Worlds,Avalanche Studios",2
"Expansive Worlds,Avalanche Studios",2
"Expansive Worlds,Avalanche Studios",2
Obsidian Entertainment,0
Obsidian Entertainment,2
Obsidian Entertainment,0
Obsidian Entertainment,2
Obsidian Entertainment,1
Obsidian Entertainment,1
Four Quarters,0
Four Quarters,1
Four Quarters,2
Four Quarters,1
Zeiva Inc,1
Zeiva Inc,2
Zeiva Inc,2
Zeiva Inc,1
Zeiva Inc,2
Zeiva Inc,1
Zeiva Inc,0
Heartbit Interactive,2
Brainchild,1
Triangle Studios,2
Virtual Racing Industries Ltd.,2
Deep Silver Volition,2
Phoenix Studio,1
Owlchemy Labs,2
Owlchemy Labs,2
Vidiludi Games And Entertainment,2
Creative Assembly,1
Crian Soft,0
Zenimax Online Studios,0
Zenimax Online Studios,2
Zenimax Online Studios,2
Zenimax Online Studios,2
Zenimax Online Studios,1
Zenimax Online Studios,1
Zenimax Online Studios,2
Zenimax Online Studios,0
Zenimax Online Studios,2
Zenimax Online Studios,2
Zenimax Online Studios,1
Zenimax Online Studios,1
Zenimax Online Studios,1
Zenimax Online Studios,0
Zenimax Online Studios,1
Zenimax Online Studios,0
Zenimax Online Studios,2
Zenimax Online Studios,1
Zenimax Online Studios,1
Zenimax Online Studios,2
Zenimax Online Studios,0
Zenimax Online Studios,2
Zenimax Online Studios,2
Zenimax Online Studios,1
Zenimax Online Studios,0
Zenimax Online Studios,0
Zenimax Online Studios,2
Zenimax Online Studios,2
Zenimax Online Studios,2
Zenimax Online Studios,1
Zenimax Online Studios,2
Zenimax Online Studios,2
Zenimax Online Studios,2
Zenimax Online Studios,1
Zenimax Online Studios,0
Interaction Studios,1
Still Running,2
Rubycone,2
Rubycone,0
Rubycone,0
"Ubisoft Sofia,Ubisoft Kiev",1
"Ubisoft Sofia,Ubisoft Kiev",2
"Ubisoft Sofia,Ubisoft Kiev",1
"Ubisoft Sofia,Ubisoft Kiev",2
"Ubisoft Sofia,Ubisoft Kiev",1
"Ubisoft Sofia,Ubisoft Kiev",1
"Ubisoft Sofia,Ubisoft Kiev",1
Colossal Order Ltd.,0
Colossal Order Ltd.,2
Colossal Order Ltd.,1
Colossal Order Ltd.,2
Colossal Order Ltd.,1
Colossal Order Ltd.,0
Colossal Order Ltd.,1
Colossal Order Ltd.,2
Colossal Order Ltd.,2
Colossal Order Ltd.,1
Colossal Order Ltd.,2
Colossal Order Ltd.,1
Colossal Order Ltd.,2
Colossal Order Ltd.,0
Colossal Order Ltd.,2
Colossal Order Ltd.,0
Colossal Order Ltd.,2
Colossal Order Ltd.,2
Colossal Order Ltd.,1
Colossal Order Ltd.,0
Colossal Order Ltd.,2
Colossal Order Ltd.,0
Colossal Order Ltd.,2
Colossal Order Ltd.,1
Colossal Order Ltd.,2
Colossal Order Ltd.,2
Colossal Order Ltd.,2
Colossal Order Ltd.,1
Colossal Order Ltd.,2
Colossal Order Ltd.,1
Colossal Order Ltd.,0
Colossal Order Ltd.,2
Colossal Order Ltd.,1
Colossal Order Ltd.,2
Colossal Order Ltd.,0
Colossal Order Ltd.,1
Colossal Order Ltd.,1
Colossal Order Ltd.,2
Colossal Order Ltd.,2
Colossal Order Ltd.,2
Colossal Order Ltd.,1
Colossal Order Ltd.,1
Colossal Order Ltd.,1
Colossal Order Ltd.,1
Colossal Order Ltd.,1
Colossal Order Ltd.,1
Colossal Order Ltd.,1
Colossal Order Ltd.,1
Colossal Order Ltd.,1
Colossal Order Ltd.,1
Colossal Order Ltd.,1
Colossal Order Ltd.,1
Colossal Order Ltd.,2
Colossal Order Ltd.,1
Colossal Order Ltd.,1
Colossal Order Ltd.,1
Colossal Order Ltd.,0
Colossal Order Ltd.,1
Colossal Order Ltd.,2
Colossal Order Ltd.,1
Colossal Order Ltd.,1
Colossal Order Ltd.,1
Colossal Order Ltd.,1
Colossal Order Ltd.,2
Colossal Order Ltd.,2
Colossal Order Ltd.,1
Colossal Order Ltd.,0
Colossal Order Ltd.,2
Colossal Order Ltd.,2
Colossal Order Ltd.,1
Colossal Order Ltd.,2
Colossal Order Ltd.,2
Colossal Order Ltd.,1
Colossal Order Ltd.,2
Colossal Order Ltd.,1
Colossal Order Ltd.,1
Colossal Order Ltd.,0
Colossal Order Ltd.,1
Colossal Order Ltd.,2
Colossal Order Ltd.,2
Colossal Order Ltd.,2
Colossal Order Ltd.,2
Dennaton Games,0
Dennaton Games,1
Dennaton Games,0
Dennaton Games,2
Dennaton Games,1
Dennaton Games,0
Dennaton Games,2
Dennaton Games,2
Dennaton Games,2
Dennaton Games,2
Dennaton Games,0
Dennaton Games,1
Dennaton Games,1
Dennaton Games,0
Dennaton Games,1
Dennaton Games,1
Dennaton Games,0
Dennaton Games,2
Dennaton Games,1
Dennaton Games,1
Dennaton Games,2
Capcom,2
Kchamp Games,2
Kchamp Games,0
Kchamp Games,2
Kchamp Games,2
Kchamp Games,2
Kchamp Games,2
Kchamp Games,1
Kchamp Games,2
Tuesday Society,1
Ohnoo Studio,2
Ronimo Games,2
"Milan Kazarka,Jeroen Van Oosten",0
"Milan Kazarka,Jeroen Van Oosten",1
"Milan Kazarka,Jeroen Van Oosten",2
Locomotivah,2
Locomotivah,0
"Signal Studios,Smart Ghost",1
"Signal Studios,Smart Ghost",1
"Signal Studios,Smart Ghost",2
"Signal Studios,Smart Ghost",0
"Signal Studios,Smart Ghost",1
"Signal Studios,Smart Ghost",2
"Signal Studios,Smart Ghost",2
"Signal Studios,Smart Ghost",1
"Signal Studios,Smart Ghost",1
"Signal Studios,Smart Ghost",1
"Signal Studios,Smart Ghost",1
"Signal Studios,Smart Ghost",2
"Signal Studios,Smart Ghost",0
"Mario Von Rickenbach,Michael Frei",1
"Mario Von Rickenbach,Michael Frei",2
"Mario Von Rickenbach,Michael Frei",2
"Mario Von Rickenbach,Michael Frei",2
"Mario Von Rickenbach,Michael Frei",1
"Mario Von Rickenbach,Michael Frei",0
"Mario Von Rickenbach,Michael Frei",0
"Mario Von Rickenbach,Michael Frei",2
"Mario Von Rickenbach,Michael Frei",1
"Mario Von Rickenbach,Michael Frei",1
"Mario Von Rickenbach,Michael Frei",2
"Mario Von Rickenbach,Michael Frei",1
"Mario Von Rickenbach,Michael Frei",1
"Mario Von Rickenbach,Michael Frei",1
Rebellion,2
Rebellion,1
Rebellion,1
Rebellion,1
Rebellion,1
Rebellion,2
Rebellion,2
Rebellion,2
Rebellion,2
Rebellion,0
Rebellion,2
Rebellion,1
Rebellion,2
Rebellion,2
Rebellion,0
Rebellion,1
Rebellion,1
Scott Cawthon,2
Scott Cawthon,2
Scott Cawthon,1
Scott Cawthon,2
Scott Cawthon,2
Scott Cawthon,1
Scott Cawthon,1
Scott Cawthon,2
Scott Cawthon,0
Scott Cawthon,1
Scott Cawthon,0
Scott Cawthon,1
Scott Cawthon,0
Scott Cawthon,1
Scott Cawthon,0
Scott Cawthon,1
Scott Cawthon,1
Scott Cawthon,2
Scott Cawthon,2
Scott Cawthon,1
Scott Cawthon,1
Scott Cawthon,2
Scott Cawthon,2
Scott Cawthon,2
Scott Cawthon,2
Scott Cawthon,1
Scott Cawthon,1
Scott Cawthon,1
Blackfire Games,1
"Crescent Moon Games,Cinopt Studios",2
"Crescent Moon Games,Cinopt Studios",0
"Snk Corporation,Code Mystics",1
"Nina Freeman,Emmett Butler,Decky Coss,Joni Kittaka",2
"Nina Freeman,Emmett Butler,Decky Coss,Joni Kittaka",2
"Nina Freeman,Emmett Butler,Decky Coss,Joni Kittaka",1
"Nina Freeman,Emmett Butler,Decky Coss,Joni Kittaka",0
"Nina Freeman,Emmett Butler,Decky Coss,Joni Kittaka",1
"Nina Freeman,Emmett Butler,Decky Coss,Joni Kittaka",1
"Nina Freeman,Emmett Butler,Decky Coss,Joni Kittaka",1
"Nina Freeman,Emmett Butler,Decky Coss,Joni Kittaka",2
"Nina Freeman,Emmett Butler,Decky Coss,Joni Kittaka",2
"Nina Freeman,Emmett Butler,Decky Coss,Joni Kittaka",0
"Nina Freeman,Emmett Butler,Decky Coss,Joni Kittaka",1
Camouflaj,2
Lesley Dodd,1
Lesley Dodd,1
Beenox,1
"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",2
Iridium Studios,2
Iridium Studios,2
Iridium Studios,2
Anteater Games,1
Erik Asmussen,2
Erik Asmussen,1
Erik Asmussen,1
Erik Asmussen,2
Erik Asmussen,1
Erik Asmussen,2
Erik Asmussen,1
Erik Asmussen,1
Erik Asmussen,0
Erik Asmussen,2
Erik Asmussen,1
Digitalmindsoft,1
Keen Software House,1
Keen Software House,1
Keen Software House,1
Keen Software House,0
Keen Software House,2
Keen Software House,2
Keen Software House,1
Keen Software House,1
Keen Software House,0
Keen Software House,1
Keen Software House,2
Keen Software House,1
Keen Software House,0
Keen Software House,2
Keen Software House,2
Anisoptera Games,2
Anisoptera Games,1
Anisoptera Games,0
Anisoptera Games,2
Anisoptera Games,1
Great War Team,1
Shining Gate Software,2
Mouldy Toof Studios,1
Mouldy Toof Studios,2
Mouldy Toof Studios,2
Mouldy Toof Studios,0
Mouldy Toof Studios,1
Mouldy Toof Studios,2
Mouldy Toof Studios,2
Mouldy Toof Studios,1
Mouldy Toof Studios,1
Mouldy Toof Studios,1
Mouldy Toof Studios,1
Mouldy Toof Studios,1
Mouldy Toof Studios,1
Mouldy Toof Studios,1
Mouldy Toof Studios,1
Mouldy Toof Studios,1
Mouldy Toof Studios,2
Mouldy Toof Studios,1
Mouldy Toof Studios,2
Mouldy Toof Studios,2
Mouldy Toof Studios,1
Mouldy Toof Studios,1
Mouldy Toof Studios,1
Mouldy Toof Studios,2
Mouldy Toof Studios,2
Mouldy Toof Studios,2
Mouldy Toof Studios,0
Mouldy Toof Studios,1
Mouldy Toof Studios,1
Mouldy Toof Studios,1
Mouldy Toof Studios,1
Mouldy Toof Studios,2
Mouldy Toof Studios,1
Mouldy Toof Studios,2
Mouldy Toof Studios,0
Mouldy Toof Studios,1
Mouldy Toof Studios,2
Mouldy Toof Studios,0
Mouldy Toof Studios,2
Mouldy Toof Studios,2
Mouldy Toof Studios,2
Mouldy Toof Studios,1
Mouldy Toof Studios,2
Mouldy Toof Studios,0
Mouldy Toof Studios,2
Mouldy Toof Studios,1
Mouldy Toof Studios,2
Mouldy Toof Studios,1
Mouldy Toof Studios,2
Mouldy Toof Studios,2
Mouldy Toof Studios,2
Fermenter Games,1
Creative Assembly,2
Creative Assembly,2
Creative Assembly,2
Creative Assembly,2
Creative Assembly,2
Creative Assembly,1
Creative Assembly,1
Creative Assembly,2
Creative Assembly,1
Creative Assembly,2
Creative Assembly,1
Creative Assembly,1
Creative Assembly,2
Creative Assembly,2
Creative Assembly,2
Creative Assembly,1
Creative Assembly,1
Turtle Rock Studios,2
Turtle Rock Studios,0
Turtle Rock Studios,2
Turtle Rock Studios,1
Turtle Rock Studios,1
Turtle Rock Studios,1
Turtle Rock Studios,2
Turtle Rock Studios,1
Turtle Rock Studios,2
Turtle Rock Studios,1
Turtle Rock Studios,2
Turtle Rock Studios,1
Turtle Rock Studios,1
Turtle Rock Studios,2
Turtle Rock Studios,1
Turtle Rock Studios,2
Turtle Rock Studios,1
Turtle Rock Studios,0
Turtle Rock Studios,1
Turtle Rock Studios,1
Turtle Rock Studios,1
Turtle Rock Studios,1
Turtle Rock Studios,2
Turtle Rock Studios,2
Turtle Rock Studios,1
Turtle Rock Studios,0
Turtle Rock Studios,1
Turtle Rock Studios,1
Turtle Rock Studios,2
Turtle Rock Studios,0
Turtle Rock Studios,2
Turtle Rock Studios,0
Turtle Rock Studios,2
Turtle Rock Studios,1
Turtle Rock Studios,2
Turtle Rock Studios,1
Turtle Rock Studios,2
Turtle Rock Studios,2
Turtle Rock Studios,0
Turtle Rock Studios,0
Turtle Rock Studios,1
Turtle Rock Studios,1
Turtle Rock Studios,2
Turtle Rock Studios,0
Turtle Rock Studios,1
Turtle Rock Studios,2
Turtle Rock Studios,2
Turtle Rock Studios,0
Turtle Rock Studios,2
Turtle Rock Studios,1
Turtle Rock Studios,2
Turtle Rock Studios,1
Turtle Rock Studios,2
Turtle Rock Studios,1
Turtle Rock Studios,1
Turtle Rock Studios,1
Turtle Rock Studios,1
Turtle Rock Studios,0
Turtle Rock Studios,2
Turtle Rock Studios,0
Turtle Rock Studios,0
Turtle Rock Studios,1
Turtle Rock Studios,2
Turtle Rock Studios,2
Turtle Rock Studios,0
Turtle Rock Studios,0
Turtle Rock Studios,2
Turtle Rock Studios,1
Turtle Rock Studios,1
Turtle Rock Studios,2
Turtle Rock Studios,2
Turtle Rock Studios,0
Turtle Rock Studios,0
Turtle Rock Studios,2
Turtle Rock Studios,1
Turtle Rock Studios,1
Turtle Rock Studios,0
Turtle Rock Studios,1
Turtle Rock Studios,1
Turtle Rock Studios,1
Turtle Rock Studios,1
Turtle Rock Studios,1
Turtle Rock Studios,2
Turtle Rock Studios,1
Turtle Rock Studios,1
Turtle Rock Studios,0
Turtle Rock Studios,0
Turtle Rock Studios,2
Turtle Rock Studios,0
Turtle Rock Studios,1
Turtle Rock Studios,1
Turtle Rock Studios,2
Turtle Rock Studios,2
Turtle Rock Studios,0
Turtle Rock Studios,1
Turtle Rock Studios,2
Turtle Rock Studios,1
Turtle Rock Studios,0
Turtle Rock Studios,1
Turtle Rock Studios,2
Dingo Games,2
Dingo Games,2
Dingo Games,1
Reiza Studios,1
"M2 Co.,Ltd",0
"M2 Co.,Ltd",1
"M2 Co.,Ltd",2
Payload Studios,2
Payload Studios,2
Payload Studios,2
Payload Studios,2
Payload Studios,0
Payload Studios,2
Payload Studios,0
Payload Studios,1
Payload Studios,2
Payload Studios,0
Payload Studios,2
Payload Studios,2
Cabygon,0
Bob The Game Development Bot,0
Bob The Game Development Bot,0
Minori,1
Minori,2
Minori,2
Anothink,0
Anothink,2
"Matt Kap,Nicalis, Inc.",1
Focus Home Interactive,1
Focus Home Interactive,1
Focus Home Interactive,0
Microblast Games,2
Roseverte,0
"Idea Factory Co., Ltd.,Compile Heart Co., Ltd.,Felistella Co., Ltd.",2
"Idea Factory Co., Ltd.,Compile Heart Co., Ltd.,Felistella Co., Ltd.",1
"Idea Factory Co., Ltd.,Compile Heart Co., Ltd.,Felistella Co., Ltd.",1
"Idea Factory Co., Ltd.,Compile Heart Co., Ltd.,Felistella Co., Ltd.",2
"Idea Factory Co., Ltd.,Compile Heart Co., Ltd.,Felistella Co., Ltd.",1
"Idea Factory Co., Ltd.,Compile Heart Co., Ltd.,Felistella Co., Ltd.",1
"Idea Factory Co., Ltd.,Compile Heart Co., Ltd.,Felistella Co., Ltd.",0
"Idea Factory Co., Ltd.,Compile Heart Co., Ltd.,Felistella Co., Ltd.",1
"Idea Factory Co., Ltd.,Compile Heart Co., Ltd.,Felistella Co., Ltd.",2
"Idea Factory Co., Ltd.,Compile Heart Co., Ltd.,Felistella Co., Ltd.",1
"Idea Factory Co., Ltd.,Compile Heart Co., Ltd.,Felistella Co., Ltd.",1
"Idea Factory Co., Ltd.,Compile Heart Co., Ltd.,Felistella Co., Ltd.",2
"Idea Factory Co., Ltd.,Compile Heart Co., Ltd.,Felistella Co., Ltd.",1
"Idea Factory Co., Ltd.,Compile Heart Co., Ltd.,Felistella Co., Ltd.",2
"Idea Factory Co., Ltd.,Compile Heart Co., Ltd.,Felistella Co., Ltd.",1
"Idea Factory Co., Ltd.,Compile Heart Co., Ltd.,Felistella Co., Ltd.",0
"Idea Factory Co., Ltd.,Compile Heart Co., Ltd.,Felistella Co., Ltd.",2
"Idea Factory Co., Ltd.,Compile Heart Co., Ltd.,Felistella Co., Ltd.",2
"Idea Factory Co., Ltd.,Compile Heart Co., Ltd.,Felistella Co., Ltd.",1
"Idea Factory Co., Ltd.,Compile Heart Co., Ltd.,Felistella Co., Ltd.",2
"Idea Factory Co., Ltd.,Compile Heart Co., Ltd.,Felistella Co., Ltd.",2
"Idea Factory Co., Ltd.,Compile Heart Co., Ltd.,Felistella Co., Ltd.",2
"Idea Factory Co., Ltd.,Compile Heart Co., Ltd.,Felistella Co., Ltd.",2
"Idea Factory Co., Ltd.,Compile Heart Co., Ltd.,Felistella Co., Ltd.",2
"Idea Factory Co., Ltd.,Compile Heart Co., Ltd.,Felistella Co., Ltd.",1
"Idea Factory Co., Ltd.,Compile Heart Co., Ltd.,Felistella Co., Ltd.",2
"Idea Factory Co., Ltd.,Compile Heart Co., Ltd.,Felistella Co., Ltd.",1
"Idea Factory Co., Ltd.,Compile Heart Co., Ltd.,Felistella Co., Ltd.",1
"Idea Factory Co., Ltd.,Compile Heart Co., Ltd.,Felistella Co., Ltd.",2
"Idea Factory Co., Ltd.,Compile Heart Co., Ltd.,Felistella Co., Ltd.",1
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",0
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",0
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",0
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",0
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",0
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",0
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",0
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",0
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",1
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",0
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2
"Dontnod Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",0
