user_id,playtime,item_id
76561198035260590,2357,42910
76561198035289172,952,10180
76561198035292256,2011,1250
76561198035293962,236,300
76561198035304021,1315,4000
1163321,667,320
Grexx69,4,400
Pangsterable,0,15100
Doraisabitch,1454,4000
76561198035313657,0,98200
Joeyhiro,14,1520
76561198035336388,959,22600
76561198035344064,2171,42700
76561198035344244,80,320
76561198035344392,4488,4000
Newhollandarmy,0,2270
Kindledembers,14,4000
76561198035366027,0,300
Jetstom96,594,220
76561198035370363,0,18500
76561198035373230,46307,8930
76561198035374371,0,4000
Gladstoned,64,11450
Taiyoyoyo,361,220
Fdoggg,1262,240
Liamearle,10301,240
Extendedbacon,0,10
76561198035424693,0,220
76561198035428985,266,3920
76561198035439898,125,10180
76561198035445572,2777,4000
76561198035445726,35449,550
Smotic,16,240
76561198035454980,2738,4000
76561198035455578,744,4000
76561198035474869,107,20
Dayesx,328,4000
Ravenhdgfx,1157,12120
76561198035503824,119,240
Streakyal8tr,384,300
76561198035509771,35,10
76561198035513042,342,4000
Jonaspwnes,37658,4000
Bentatle338,828,4000
Apophis678,369,240
76561198035527461,0,17470
Goatt4life,324,240
Darkneswithin,160,220
76561198035541769,45,15620
Amacha,28,4000
76561198035546541,103,240
76561198035549169,3685,10180
Thatkidranga,0,280
Blindbyron,1502,240
76561198035555643,2430,240
76561198035558291,2539,240
Chocolatebear21,51,240
76561198035561889,2345,500
76561198035563059,567,240
76561198035564952,28,320
Longmont,21043,4000
76561198035568885,325,16450
76561198035569001,676,220
76561198035572296,895,4000
76561198035574835,6649,4000
76561198035576848,0,2270
76561198035577724,3333,550
76561198035578431,0,3920
76561198035580566,1,220
Sillygirlxxx,0,4000
76561198035591272,2433,4000
76561198035592148,65251,240
76561198035594384,34,320
76561198035594470,3463,220
76561198035594652,2250,42700
76561198035595624,3331,240
76561198035595907,49,3920
76561198035597932,293,3830
Wags123,239,4000
76561198035599374,1,240
76561198035606307,11664,4760
76561198035606542,778,220
76561198035618771,9853,240
D4erf,2073,22600
76561198035637884,548,15620
76561198035652463,65,2620
76561198035694337,6,4000
Gaming7778,10743,4000
Salan8973598,1,15100
Batt415,709,220
Applezxz,3265,240
Foundationrepair,1131,10
76561198035718545,6279,240
Jean-leon,19,20
76561198035721782,2163,4000
Saintbloke,1,220
Stu442,14,240
Yur7tahu,41,4000
Acidqueen,943,240
76561198035740484,988,240
76561198035749452,1462,22380
76561198035774455,390,4000
Khalegend,467,240
Insidour,71,3920
76561198035781253,50,2600
76561198035787665,275,550
76561198035789223,2,2200
76561198035793417,0,22380
Armik890,166,70
76561198035804388,1,2600
76561198035806073,40,220
Pjbear99,732,10
76561198035813176,55,4760
76561198035814660,234,400
Magundy54321,0,240
76561198035816542,785,240
Mexicanman221,0,4700
Cakergawd,116,19980
76561198035844752,307,6220
76561198035858125,89,8930
76561198035859601,118,240
76561198035860623,70,240
76561198035863001,2284,19900
Smackychan,242,4000
Mradani22,365,10
Thereelsushi,27717,4000
76561198035895216,4976,50620
Kevinlau13,144,6860
76561198035896690,77,6860
Awebster,1768,42700
76561198035905264,5309,4000
76561198035917014,0,39800
76561198035926305,5071,4000
Srg247,467,34830
Alexcheer,4405,240
Gonzomeister,63,240
Ffrgaming,4373,240
Meowedly,50,4000
Harry11133,3197,4700
76561198035954591,5598,4700
Jaskedtd,188,10
76561198035963350,422,4000
76561198035964186,189,9480
76561198035971068,50845,240
Ilovegaychicks,56,220
76561198035989153,49,63000
76561198035991355,17,240
76561198035993287,422,3390
76561198035993855,1619,3560
Mrxiski,0,212390
76561198036011305,1064,220
76561198036022451,355,220
Shiriasuri,116,400
Brycewarlow,1167,4000
Touka_justice,444,320
76561198036071187,53,17410
76561198036085495,371,1250
76561198036091027,344,4000
Theberesford7,266,10
Overlordwolf,6093,300
76561198036099907,554,550
76561198036100210,103,70
Battaglene,0,20
76561198036124441,201,30
Bodytemp,62,240
76561198036142900,78460,10
76561198036143483,0,220
76561198036161390,698,240
76561198036171324,1331,4000
76561198036172070,1141,240
76561198036183269,4,240
76561198036187281,14147,240
76561198036214870,1214,4000
76561198036230698,322,218680
Novalus2,24,240
76561198036256289,1,240
76561198036273792,267,70
76561198036285730,527,17410
76561198036285768,0,17470
76561198036293096,546,3920
76561198036295512,8,12100
76561198036297711,106,50
76561198036300533,4988,4000
76561198036305038,118,240
76561198036311033,1143,240
76561198036314889,735,240
76561198036314995,425,220
76561198036328939,3065,10180
2125125126,209,240
76561198036342558,599,12120
Dallaaa,60,20
Nootiyah,46803,4000
76561198036357737,15632,8930
76561198036392546,369,240
Lukevanryn,0,20
76561198036423807,94,22370
Moowaffles,6,4000
76561198036439532,45,11450
Fochisle,838,240
Duckpencil,0,4560
76561198036460023,103,220
Psychoazian,514,300
Ftreven,3238,550
76561198036492732,2134,4000
76561198036514381,23,220
Themagicwombat,6,2360
76561198036547110,226,220
76561198036549376,22801,730
Iturnip,15,240
76561198036566125,5604,240
Oliolioscar,0,240
Reactionn77,0,4000
Squish13,8,4000
Repwow,80,220
111zerosen,25070,300
404playernotfound,71,220
Dehydrated,37,240
Mrhelleniic,67,240
Jokaply,1459,4000
76561198036645840,140,220
Kumodumo,127,220
76561198036656510,19752,300
Hooligan967,598,220
Jokersfunland,390,240
Tarkisc,85,8930
Bay4p,0,2100
Identity_crysis,278,240
Psynce,228,4000
76561198036702178,38029,240
76561198036717041,944,4000
76561198036723888,27,41300
76561198036726784,1317,240
Enterprize101,3483,4000
76561198036741213,0,17460
Axeleo,3138,8930
76561198036744027,7516,4000
76561198036745497,3852,240
Sbykid,261,500
Teddy8910,238,280
Evilpancakeman,745,240
Razeredgez,1537,220
76561198036786556,371,10680
Dedem1315,536,240
Sjlleumas,312,240
76561198036823443,531,12120
76561198036825215,19706,8930
76561198036826203,310,240
76561198036846068,2725,4000
76561198036847092,210,550
76561198036847685,2151,20570
76561198036848944,607,220
76561198036849596,0,220
76561198036853290,0,4760
76561198036853728,0,220
76561198036863514,4,42700
76561198036872609,0,20
Cerberusdorgado,1185,4000
76561198036881546,0,4000
76561198036888337,80,4000
76561198036898025,0,70
76561198036921706,4202,240
Josh-theecreator,11818,4000
76561198036930429,1030,4000
76561198036934637,0,20
76561198036936301,1148,3830
76561198036953206,14997,240
Katvos,2887,4000
76561198036960208,2722,4000
Tomtoth,1754,4000
Epiphanyj,11026,4000
76561198036984861,35,8930
76561198037000282,41,240
Arsyad30,1714,4000
76561198037002359,36,240
76561198037002584,367,42910
76561198037005997,0,220
Sealman,569,4000
76561198037009387,675,220
76561198037010769,11495,4000
76561198037037792,3399,22380
Kodedekka,11447,4000
Koaster,561,220
Glype,36,220
Kch1585,638,240
76561198037056108,10,320
76561198037067406,971,550
Deano019s,0,130
76561198037073856,3053,240
76561198037087613,2472,500
76561198037090409,2410,240
76561198037111192,302,10180
Camgould,0,10
76561198037127684,916,3920
Dbzfan101,799,240
76561198037156104,0,240
Xtremecatalystxd,186,240
Kieranjd,455,4000
76561198037183627,1007,220
76561198037212364,45,8930
76561198037212970,216,8980
76561198037230217,122,4000
76561198037230483,8741,240
76561198037243875,3667,240
Blackholesun001,3855,13210
76561198037257598,1529,550
Tkbrother,941,4000
Sgtofbandel,36,1690
76561198037266915,3279,42700
76561198037271613,1641,240
Peatfinger,1327,220
76561198037293725,55,15620
76561198037293954,87,4000
Viron007,101,300
76561198037301442,1,240
76561198037302058,6888,42700
76561198037334538,0,240
85675356434565434,136,10
76561198037336064,848,240
76561198037336680,0,320
76561198037340413,338,4000
Rowdylion,14816,4000
76561198037347758,10079,240
76561198037348433,4872,6860
Blizzardphantom,32,240
76561198037375626,0,3830
Hobbaloo,1514,7670
76561198037378514,0,240
76561198037381038,3098,240
Asphy,11,4000
Cameron_ford97,113,240
76561198037390442,1,12100
Gigeadaniel,34030,10
76561198037417810,204,240
76561198037423044,502,4000
76561198037423612,0,70
76561198037427263,0,10
Unwanted_relic,58,70
76561198037438859,2389,240
76561198037439099,9192,40100
Blackop2102,55,220
76561198037453247,1,8400
76561198037460342,814,550
76561198037483631,8765,4000
76561198037485735,8399,4000
76561198037487651,936,400
Danny4201,392,240
Pray2allahu,764,240
76561198037529631,225,220
76561198037540463,451,240
Pattoh,261,10
76561198037567430,3930,240
76561198037573060,24,22350
76561198037574786,370,240
76561198037577253,547,550
76561198037581189,11,220
Xyphzoce,320,10
76561198037623962,17918,4700
76561198037625993,1,224260
76561198037643280,23,10
76561198037655876,977,204880
Incinirator,1632,3920
76561198037658979,1609,42700
Involuntary,1405,4000
76561198037659260,0,220
76561198037660492,0,4000
76561198037688596,6,280
76561198037696664,9109,8930
76561198037701378,4,15620
76561198037702671,28,220
Darkyellowz,627,50
Ebthor,0,4000
Bohemianknight,55,320
76561198037737176,880,10680
Alpha4344,99,4000
Felipe_gamer,0,1200
76561198037780634,389,4000
76561198037786986,57,10180
Banheistrep,260,550
76561198037796465,2625,240
76561198037805591,801,300
Chrazzari,3036,4000
76561198037808990,621,4000
76561198037809757,533,4000
76561198037816931,0,4560
76561198037829596,99,400
76561198037834024,1122,9450
76561198037834066,74130,4000
Nopale,3721,4000
76561198037848835,480,220
76561198037849592,118,16450
76561198037852436,0,20
Tobyimgaycunt,31,8400
76561198037858688,622,4000
76561198037859545,724,3910
76561198037881784,556,220
76561198037888818,131,220
76561198037895193,835,400
76561198037922446,93,4000
76561198037933737,0,220
Cronix38,0,17470
Faze_walmart,280,240
76561198037970901,12,10
76561198037980630,8,21640
76561198037990303,106046,10
76561198037996537,1013,550
76561198037999590,5681,300
76561198038002962,1745,42700
76561198038004403,37,15700
Onehundredbullets,189,220
Dinoded,30076,4000
76561198038010677,115,220
Spewinrainbows,0,220
76561198038042501,6,240
76561198038043678,720,240
76561198038046989,691,220
76561198038048137,2931,240
76561198038049925,23,2100
76561198038051577,3260,4000
76561198038051587,73,12810
Darkghostwolf,15,10
Bartlewomu,360,70
76561198038074416,77,10
76561198038075062,8,500
76561198038080284,637,4000
76561198038095443,1973,320
76561198038102299,986,240
L3ailey,323,220
1011010101101101010101,12,240
Buytdhdjkljkgysh,1798,220
76561198038134251,5113,4000
Smegoff,276,4000
Mcartz33,6,20
Smorg5044,0,3920
76561198038178364,37,4000
Akministrator,163,220
Harithththth,907,4000
Scottoberle,4846,4000
76561198038183650,7797,4000
76561198038187501,40113,50130
76561198038188845,915,70
76561198038217902,105,10180
76561198038223431,187,13560
76561198038227615,1113,4000
76561198038258914,995,23310
Rorn,2499,2620
76561198038286284,701,2620
76561198038290502,193,4560
76561198038292032,6323,10
Bizzarrefr0g,28,3920
76561198038300335,391,2200
Myosuk1,33,220
76561198038329396,801,4000
76561198038332068,288,4000
76561198038336895,82,7670
76561198038339835,974,300
76561198038342261,1014,393420
76561198038363712,7338,4000
76561198038367545,17567,240
76561198038370106,21,4700
76561198038371920,18,1250
Speedyrz,31,240
76561198038377132,17,240
Pixelstore,9142,4000
76561198038401167,10,240
Iamtheoneandonlybob,1067,240
Mudkipswag2013,213,300
76561198038432168,118,45410
Rooseph,130,240
Amunoruk,33,4000
76561198038470036,2430,48700
Buzzjc,521,10
Mrbeatle,2387,240
76561198038477500,246,4000
76561198038483797,82,1250
76561198038485696,0,220
76561198038486109,735,240
Area51wolf,5173,240
76561198038487481,0,220
76561198038489113,109,4000
76561198038494153,45117,240
Vizu,383,240
Ikmujn,0,220
Phenga,17,70
Aphillios,132,220
76561198038530133,193,4000
76561198038543240,0,113400
Dinomartinelli,264,30
76561198038555019,1,91900
76561198038567931,95,70
Incomprehensive,6333,550
Lucarusso,17,240
76561198038577311,1712,4000
Implyingihaveaurl,62,4000
76561198038604456,2224,4000
76561198038604546,70,240
76561198038607132,18,10
Theollie8,87,70
Charlesy2,14446,4000
Kezmit,794,8980
76561198038612836,2088,240
Mhaz_1110,17,4000
76561198038638984,0,2100
Virtualspirit,247,4000
Centrelinkrejectedme,85,240
76561198038653023,1878,240
76561198038659583,1407,220
76561198038661877,36,70
Ojvco,975,300
76561198038672099,712,8190
76561198038678880,282,240
76561198038683788,121,550
76561198038684178,12361,113400
76561198038687462,634,4000
Eirpmav,807,220
Sikestkunt,19893,240
76561198038691002,192,12120
76561198038692032,509,2280
Jarrybush,23313,4000
76561198038707252,2365,42700
76561198038708917,70,220
76561198038718303,1848,240
Yellowwasabi,364,4000
76561198038758372,28,4000
76561198038758914,0,220
76561198038762341,794,213850
76561198038762356,177,1510
Leatherlionel,12805,4000
Brickulous,6,240
76561198038765877,17321,240
76561198038768759,178,220
76561198038781794,1243,34030
Bkdd,570,550
76561198038797506,150,10
76561198038799075,746,240
76561198038801822,20,320
76561198038802535,1348,240
76561198038806201,131,6000
76561198038808637,4732,4000
Offerme,1686,240
76561198038869036,2,4000
76561198038879240,0,6850
76561198038901872,87,220
Teali,314,240
76561198038904036,695,220
76561198038904114,1323,220
Lisforlove13,93,4000
Big-mclargehuge,847,240
Goldenwarrior,1,240
76561198038932396,1101,300
Fyrerez,2189,240
Njsdf,629,220
76561198038946651,59,17470
76561198038948837,0,4700
76561198038948838,84,50620
76561198038949327,103,304930
76561198038955969,0,70
76561198038978312,249,7670
61428,390,220
76561198038978984,878,22300
Aleroblut,113,300
Humantorch7586,1495,4000
Dkruzy,31456,4000
76561198039024962,11,240
Backfatter,94,4000
Squilliamriceingsun,1576,240
Stagamatis,292,4000
76561198039047318,1498,240
76561198039048129,417,4000
76561198039050385,188,300
76561198039067570,5706,240
76561198039084632,60,3720
76561198039085081,2660,4000
76561198039106272,7724,10
76561198039114434,161,240
Uberguy616,0,300
76561198039117198,134,4000
Jcthegame,743,4000
76561198039128091,27800,10500
Artybaaaaaby,3044,4000
Bizzynizzle,0,500
76561198039159754,213,550
76561198039159831,14,240
76561198039161369,251,4000
Blazerodrigues,840,240
76561198039168677,0,17470
76561198039191658,0,220
76561198039194306,1800,4000
76561198039197199,0,10
Cptdiamonds,8857,10500
Msw000,126,1200
Criux_,289,240
Sirthunderbolt,60,4000
76561198039231878,0,42700
Fisherblue24,725,10
76561198039233217,0,6850
76561198039266832,68,220
Sith2798,21,4000
Kaozplays,141,220
76561198039273586,9689,550
Mrdoodontspillthebeans,219,220
76561198039287651,10,4000
Squirreljoe,309,4000
Aj978,22311,240
76561198039329823,10,10
Shkecrew,34,2400
76561198039354012,2145,4000
Cruzenz,0,6850
76561198039358602,1656,240
Ponnjie,322,240
76561198039360623,679,240
Blynch94,26888,240
Azza5101,12,4000
76561198039369983,0,6060
Nigger22,4528,300
Gumball911,100,4000
Jacobabob98,462,240
76561198039467458,283,42700
Dontmesswithme-,5918,240
76561198039477510,28316,240
76561198039479583,47,50
76561198039481795,0,12160
76561198039482819,23,1500
76561198039483439,216,300
Gray_fox993,36593,4000
76561198039485799,104,220
76561198039487711,190,220
76561198039501658,48,220
76561198039508794,1501,4000
Rikkyy12,48,70
User123,310,4000
76561198039514270,2,240
76561198039516689,0,4000
Danshea00,275,500
Swe10000,132,240
Aliceshortcake,1,4000
76561198039526217,1986,4000
76561198039538028,8759,730
76561198039553984,17629,22380
Cloud22200,131,320
Renegadefoxx,797,220
76561198039554307,11915,8930
76561198039555130,0,4000
76561198039555714,0,220
76561198039557132,690,70
76561198039567938,62,1520
Kyorik,399,240
8668766429277467,105,220
76561198039573941,104,240
76561198039574869,334,42700
76561198039576847,813,12200
76561198039577653,103,300
Blackwolf7799,1357,240
76561198039593711,1937,4000
76561198039593988,1072,104900
76561198039601509,34478,4000
76561198039603140,1,6060
Shuttah627,490,240
76561198039607922,1610,4000
76561198039612956,131,240
76561198039613316,73,3830
Tutu_laroux,1,240
76561198039616786,753,22600
76561198039625772,14,220
76561198039630063,28,300
Nokidsallowed,94,6060
Halcyondreams,86,320
76561198039667687,0,220
76561198039668365,1445,4000
Gillaz,2986,240
76561198039685540,11,17470
Raixin,0,320
76561198039696884,33,220
76561198039697738,647,240
Alnrelly,251,220
76561198039699232,7337,240
Memes063,0,240
Flagninja,0,220
Kickass697,23,240
Spete7,864,550
Jeffreysweb,321,4000
76561198039710221,1264,22310
Iwillreturn,2290,300
177652,2263,4000
Alexbunnyboy,75,240
76561198039744725,547,240
76561198039745235,182,4000
76561198039746024,208,3920
76561198039747063,1219,240
76561198039748303,45,3910
76561198039772194,8,240
76561198039780217,0,21680
76561198039781567,11,240
76561198039781805,3638,240
76561198039798659,32601,240
Elizavetalizzy,223,220
76561198039814111,272,4000
76561198039816101,188,220
Senseye8,0,3830
Shank69,4211,22380
Waitsonwu,41081,240
76561198039825965,746,240
76561198039834363,225,550
76561198039862207,2087,105600
Peacefullullaby,0,220
76561198039866130,287,240
76561198039871945,720,240
76561198039880633,34382,240
76561198039880975,585,4000
76561198039881593,0,220
76561198039896614,0,20540
Smashityaspaz,21,220
76561198039900276,2498,32440
Bensligar,293,240
76561198039910785,2210,10500
76561198039917577,1172,42700
76561198039917761,1037,4000
Bakaboy,2006,240
76561198039920599,1013,240
Kkkkkkkool,0,23490
76561198039945586,0,4000
Mikowmer,0,17080
76561198039957481,844,240
Lordminion777,1993,4000
76561198039959949,656,4000
76561198039975988,22,220
76561198039985016,150,20500
76561198039991762,2289,4000
76561198039993953,0,6370
76561198040016878,732,240
Jackvk,139,400
Xxpotatosladxx,152,220
Ventus99,168,10
76561198040025876,3325,240
76561198040028134,1267,550
76561198040035610,1761,10680
76561198040045482,0,220
76561198040054040,0,320
76561198040055576,312,70
76561198040056350,1507,4000
76561198040059592,1019,240
76561198040059670,0,4000
Dearcatherine,0,220
Charlottefields,896,70
Utwitface,4112,220
Wingza,311,240
76561198040079026,8295,240
Zalex2,321,4000
Henza,8312,4000
76561198040098182,12160,240
Redpanda7,40873,4000
Shawshark,3,30
76561198040107391,0,1520
Iamsouper,210,220
76561198040123648,4088,4000
76561198040135674,16689,4000
76561198040143778,12,4000
Qld_slaughterdome,3,240
Kpsoldier,0,2100
76561198040145891,19311,240
76561198040149411,0,220
76561198040157257,51732,240
76561198040160739,0,17470
76561198040176744,11708,550
76561198040177130,16186,550
76561198040177402,2415,220
Vodkarter,16839,240
Sutekhxaos,110,3830
76561198040195593,341,4000
76561198040195629,0,240
Timcool123,561,4000
Peachmanxd,618,220
76561198040197777,1510,550
Ecupcakes,399,220
76561198040223674,68,4000
Arabemiratess,159,220
76561198040233149,23,4000
76561198040236658,30385,8930
76561198040262958,15687,550
Itsjec,8275,4000
76561198040263918,25,2200
76561198040271643,28,4000
76561198040273443,1129,10180
Mrpoolick,35,42700
Whfw,351,240
76561198040277893,1197,4000
76561198040295944,697,4000
Darrendingo,160,240
Campism,454,17480
Chaclets,458,240
76561198040335724,1716,4000
76561198040335905,0,17430
76561198040335971,0,12160
Jokester644,1371,4000
Moneymakerluis,0,4000
Pewpewr,3437,240
Mikeetheog,5516,4000
76561198040342945,477,21100
Phesojx,218,240
Khybix,63,4000
Lovesthed,46,220
76561198040367674,57,320
76561198040367954,17780,4000
Shinsox,0,320
Fluffyhair,161,70
76561198040372124,69,220
76561198040376739,23044,240
Teydrey,52,20900
Navardi,492,300
Gamer2846,4978,4000
76561198040400832,544,730
Ilikeyourpants,384,240
76561198040423315,162,2100
Lynchy013,67,240
76561198040435707,577,550
Joshhenty,54,4000
76561198040444978,1845,1250
76561198040444994,173,320
76561198040447850,46,730
Utmostladsta,0,1200
Reggiestarr,21,240
76561198040467801,328,240
Mycateatspandas,174,4000
76561198040484868,391,4000
Junkmull,0,220
Hhhhggfffgt,920,240
Arabonaplane,7192,4000
Killzonator,5164,240
76561198040497648,33,23310
76561198040499237,509,33930
Gypsyjoker69,0,2400
76561198040509471,14,4000
76561198040511651,286,220
76561198040521194,4,240
Dwightschrutefarms,4456,240
76561198040532094,83,13200
Mrmystir,550,4000
76561198040536151,2,10
76561198040541293,36,304930
76561198040547803,797,4000
76561198040550593,607,17480
Mrpolkisa,0,220
76561198040567282,0,320
76561198040568032,51623,240
76561198040568053,3698,42700
76561198040572871,0,240
Skittlesandcoke666,0,4000
Illderrea,2611,22380
76561198040575571,65,3390
76561198040575639,0,17470
76561198040577148,3119,240
76561198040589568,32,42700
Epsilon346,29,20
76561198040596416,1401,4000
Conesafaggot,1918,240
76561198040602550,390,23310
76561198040603243,6,10
Sang89,0,2100
76561198040610967,186,240
76561198040611399,5,320
76561198040612983,0,4560
76561198040613233,1864,240
Officersegars,107,240
76561198040615827,381,220
Monsire2,5203,105600
76561198040629716,506,220
Razza94,3,220
76561198040633276,1076,10090
76561198040635204,0,240
76561198040636184,5555,4000
76561198040638446,0,400
Stoikos,0,1200
76561198040639414,6288,240
76561198040641988,351,220
76561198040651432,0,22000
Jakenugget,348,240
76561198040654719,595,22600
Undercoverduck,242,240
White_crime_x_one_touch,1626,10
76561198040683670,7839,550
76561198040692737,0,240
76561198040696019,1609,8980
Princessfifi,20223,240
J0bb3r3,986,220
76561198040697106,2166,10
76561198040700959,30,240
Johnmackenzie,2536,240
Jemiah99,3880,620
Dinoeffect,268,240
76561198040730484,1102,22600
Wweelvis,2,220
76561198040738110,377,42700
76561198040741093,8742,4000
76561198040741664,4981,240
76561198040746022,1417,4000
76561198040748387,49,12100
76561198040750469,0,320
76561198040750679,1404,4000
76561198040750921,289,220
Yani-law,131,2600
76561198040756185,7010,8600
76561198040771790,1369,550
Therealdoogster,32,7000
Princemart,413,240
76561198040782748,0,17470
Yahboiicookie,0,3920
76561198040788643,447,4000
Phillipvoyle,0,220
Exelementals,425,220
76561198040791523,34674,240
76561198040791634,572,220
Dracoyn,6,4000
76561198040797246,832,400
76561198040799071,542,620
Nickpavan,183,240
76561198040806617,599,400
Initialbam,0,4570
Theedge115,5,20
76561198040838342,31,12200
76561198040839749,48,400
76561198040840183,258,1520
Shadowluigi123,0,3920
76561198040840929,825,240
Misharockyk,330,4000
76561198040847833,15511,550
76561198040851527,0,15620
Tre-n,372,4000
Damnniggaz,11329,10
Dawdawdawdawd,2331,4000
76561198040865950,398,220
76561198040871128,1456,220
76561198040871574,931,9050
76561198040872590,0,240
76561198040874418,1424,4000
Plokinub,711,220
76561198040881217,2158,4000
Amazingoatmeal,15880,4000
76561198040885980,3506,30
76561198040889595,33644,4000
Crashmatilda,190,400
76561198040893447,2183,3830
76561198040895543,251,240
76561198040898248,59,4000
Jivid321,0,2100
76561198040917740,28584,4000
Ethanwaynedumbass,155,220
Phazer3419,6674,4000
Winterborn45,462,1520
76561198040936435,1965,1510
76561198040940885,84,60
76561198040951559,1238,4000
76561198040958152,306,4000
76561198040965712,9107,4000
Kingkottah,0,10
Ac_elite,389,240
Presk,11,4000
76561198040976895,210,4000
76561198040982165,196,4000
Kilm,285,240
Corosiive,5697,4000
76561198040991099,2433,4000
76561198040993425,96,220
Lawruh,267,4000
76561198040997643,992,4000
76561198040998623,0,220
76561198040999141,8638,240
76561198041008266,7446,13210
Kjcrisis,251,240
76561198041009131,7229,240
76561198041010910,36,10
Wealthybigpenis69,398,240
76561198041012850,3,300
76561198041013028,194,240
76561198041015028,48,4000
76561198041015144,137,17470
76561198041035741,18,9480
Educasian,72,21090
Nemata,110,240
76561198041038339,823,620
Eastereggseamus,0,240
Sweet2partyh,151,2600
76561198041051420,1423,4000
Eileen007,3061,240
76561198041056792,1769,10
76561198041060539,6107,240
76561198041061121,505,240
76561198041066130,386,320
Canes142,687,4560
76561198041071921,433,550
76561198041076487,211,4000
Bzrkii,23664,240
76561198041081073,138,4000
76561198041082167,20,2500
Jjppwnz,8607,4000
76561198041083599,701,4000
76561198041083847,2254,4000
76561198041086209,0,6880
Luigi,2736,4000
76561198041090861,239,4700
76561198041095402,187,10
76561198041097751,1105,240
Dragonitesunite,35,240
Mmos,375,4000
76561198041114080,3,3920
Slfoifah,44,4000
76561198041117565,814,220
Mamski,2245,4000
76561198041120051,3645,240
76561198041120507,1471,4000
76561198041121201,927,240
Toddydomo,27,4000
76561198041122951,214,4000
Gummiie,568,240
76561198041124128,52,240
76561198041124293,1660,620
Danielf9,574,240
Extremesurvivqr,180,4000
76561198041127602,2,9180
Julianthemexican,12262,240
76561198041134707,935,1250
76561198041138615,713,550
Jowzax,116,240
76561198041147470,370,240
76561198041150360,0,220
Keysie157,153,240
76561198041156726,3734,240
Detcaderm5,138,240
76561198041163243,844,7830
Specialfirebrigade8,140,50
76561198041166995,61,218230
76561198041167261,0,70
76561198041170637,222,240
76561198041181198,8,240
76561198041189426,164,240
Rev4l,5514,240
Nguyenkytrung,2288,240
76561198041193284,0,4000
76561198041197808,70,7670
76561198041201937,5188,48700
Frostybitches,95,220
Pandauntiltheend,11810,4000
76561198041206853,738,240
76561198041207157,834,7670
76561198041207785,351,400
Electr1cgh0st,10464,4000
76561198041215810,1961,4000
Lordofscourge,97,300
Stormman176,270,220
Robinisepicefsyrsenwrbgbae,11539,4000
76561198041228916,0,240
Thechad29,1731,4000
76561198041229398,1768,4000
76561198041233344,0,20
76561198041234984,566,220
76561198041236811,39,30
76561198041238040,435,304930
Genesen,17,240
76561198041244743,699,4000
Lolnu,168,220
76561198041248079,0,320
76561198041249725,5378,240
76561198041263708,406,12120
76561198041266114,0,10
76561198041271886,16515,240
Mrnada27,674,4000
76561198041273786,402,4000
Epicmorschmellowz,56,320
Jesus_is_back,820,220
Zmadez,632,400
76561198041282985,175,70
Neonsabre,1204,240
76561198041303312,329,4000
Zsd123,65,4000
76561198041308166,59,240
Wolfman_123_,113,240
Jabbawoki,390,4000
Uselessseme,0,400
Samiamyel,381,400
76561198041331831,274,240
76561198041332123,28747,4000
76561198041335923,86,4000
76561198041350926,0,2100
76561198041356854,1424,9180
76561198041357058,1700,4000
Gaarashuffles,321,4000
76561198041367173,21,34030
76561198041373505,75,10
76561198041374143,153,2620
Lhzeldaman,84,320
Mu5tank,246,4000
76561198041399738,1581,24240
Mfw1234,5088,240
76561198041406267,2409,1250
76561198041413679,347,220
Deadlybanana,248,240
76561198041414695,597,70
76561198041414869,764,4000
Geronemofnord,0,220
Varfeux,535,550
76561198041434794,1037,15100
76561198041436282,192,220
76561198041437914,9,4000
Swaglordthegreat,121,4000
54r93,867,1510
76561198041446581,4363,4000
76561198041447673,331,550
76561198041448509,1013,70
76561198041472572,4871,10
Anarkay,445,220
76561198041477393,924,220
76561198041480235,0,10
76561198041482409,0,17470
76561198041483713,139,220
76561198041512034,523,550
76561198041512692,1149,240
76561198041513014,8335,4000
76561198041513805,116830,4000
Brucenet,801,240
Applestasty,247,240
76561198041519699,78,240
76561198041523101,950,220
Shotpixel,4054,240
Crownnovacrown,28,300
76561198041547620,862,4000
Hajicote,9,220
76561198041559711,1337,4000
76561198041564665,9951,4000
76561198041578074,287,220
Playdusty,2181,300
Kucharskii,28107,240
Jajay797,5,3910
76561198041592348,14226,240
76561198041596455,31,300
76561198041603061,2661,4000
76561198041606239,588,240
76561198041606655,54,220
Matheusgarcias,4973,4000
Cachey,64,4000
Azca1,1500,12120
Auzzieboii,1566,240
Knoxy2111,120,4000
Boomly,0,6850
Anenragedpeanut,165,240
76561198041640575,418,620
76561198041646961,410,240
Whatsuppeople,424,220
I_am_krillin,6,240
76561198041670878,4268,240
Killerjays_steam,9,2800
76561198041680881,90,70
76561198041681189,13,20
76561198041682855,1510,9480
76561198041685356,2274,620
76561198041702062,794,240
Monkeydsamba,0,70
Kzcf2qash,238,220
76561198041714581,284,220
76561198041714675,232,240
Shinigamirem,37,24960
Nogfff,358,4000
Gbagnall,729,220
76561198041743030,1623,240
Solesdn,7903,240
76561198041746681,45,220
76561198041747365,0,220
76561198041747517,96,4000
76561198041748883,2473,550
Gamekidauz,0,220
Gobetti,10037,240
76561198041772428,28,300
76561198041774278,1453,22380
76561198041774336,2463,8500
76561198041777019,204,400
76561198041778707,0,70
76561198041780071,102,130
Glebehobo,7048,4000
76561198041784363,6735,4000
Sacrednova,3253,240
Therestisnoise,207,220
